zpid,streetAddress,zipcode,city,state,latitude,longitude,price,dateSold,bathrooms,bedrooms,livingArea,homeType,homeStatus,daysOnZillow,isFeatured,shouldHighlight,zestimate,rentZestimate,listing_sub_type,isUnmappable,isPreforeclosureAuction,homeStatusForHDP,priceForHDP,timeOnZillow,isNonOwnerOccupied,isPremierBuilder,isZillowOwned,currency,country,taxAssessedValue,isShowcaseListing,has_heating,has_cooling,year_built,list_price,sold_price,price_change,list_date,sold_date,time_on_market
3382642,105 Canton Ln,60107,Streamwood,IL,42.033894,-88.19323,414000,1764921600000,3,3,1641,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,413600,2956,{},False,False,RECENTLY_SOLD,414000,195313000,True,False,False,USD,USA,289990,False,True,True,1986,410000,414000,4000,2025-10-30 00:00:00,2025-12-05 00:00:00,36
3385383,1256 Concord Dr,60120,Elgin,IL,42.022335,-88.24317,305000,1764921600000,2,3,1029,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,306700,2131,{},False,False,RECENTLY_SOLD,305000,195313000,True,False,False,USD,USA,249990,False,True,True,1984,299900,305000,5100,2025-11-04 00:00:00,2025-12-05 00:00:00,31
3399890,6890 West Ave,60133,Hanover Park,IL,41.99707,-88.15965,420000,1764921600000,2,4,1368,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,433600,2353,{},False,False,RECENTLY_SOLD,420000,195313000,True,False,False,USD,USA,250000,False,True,True,1976,445000,420000,-25000,2025-10-30 00:00:00,2025-12-05 00:00:00,36
3408932,760 Buckeye Dr,60169,Hoffman Estates,IL,42.040882,-88.07689,526000,1764921600000,3,4,2100,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,480600,3652,{},False,False,RECENTLY_SOLD,526000,195313000,True,False,False,USD,USA,285610,False,True,True,1956,474700,526000,51300,2025-10-18 00:00:00,2025-12-05 00:00:00,48
3409122,1080 Colony Lake Dr,60194,Schaumburg,IL,42.045406,-88.10178,348000,1764921600000,2,3,1654,TOWNHOUSE,RECENTLY_SOLD,2,False,False,355000,2699,{},False,False,RECENTLY_SOLD,348000,195313000,True,False,False,USD,USA,249980,False,True,True,1979,350000,348000,-2000,2025-10-22 00:00:00,2025-12-05 00:00:00,44
3424398,1256 Plum Tree Ct APT D1,60193,Schaumburg,IL,42.02305,-88.048225,300000,1764921600000,2,2,1200,CONDO,RECENTLY_SOLD,2,False,False,302500,2360,{},False,False,RECENTLY_SOLD,300000,195313000,True,False,False,USD,USA,190690,False,True,True,1978,299900,300000,100,2025-11-07 00:00:00,2025-12-05 00:00:00,28
3430307,1027 Duxbury Ln,60193,Schaumburg,IL,42.012463,-88.10644,440000,1764921600000,3,4,1900,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,448200,3222,{},False,False,RECENTLY_SOLD,440000,195313000,True,False,False,USD,USA,349990,False,True,True,1971,450000,440000,-10000,2025-11-02 00:00:00,2025-12-05 00:00:00,33
3444438,1187 S Ridge Ave,60005,Arlington Heights,IL,42.062702,-87.98936,400000,1764921600000,2,3,1451,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,400300,2821,{},False,False,RECENTLY_SOLD,400000,195313000,True,False,False,USD,USA,269990,False,True,True,1962,389900,400000,10100,2025-11-04 00:00:00,2025-12-05 00:00:00,31
3446123,1505 E Central Rd UNIT 303A,60005,Arlington Heights,IL,42.063957,-87.96491,158000,1764921600000,1,1,1000,CONDO,RECENTLY_SOLD,2,False,False,168800,1824,{},False,False,RECENTLY_SOLD,158000,195313000,True,False,False,USD,USA,109830,False,True,True,1974,179900,158000,-21900,2025-10-10 00:00:00,2025-12-05 00:00:00,56
3448729,708 S Edgewood Ln,60056,Mount Prospect,IL,42.051937,-87.95927,450000,1764921600000,4,4,2662,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,475300,3982,{},False,False,RECENTLY_SOLD,450000,195313000,True,False,False,USD,USA,386650,False,True,True,1959,549900,450000,-99900,2025-08-09 00:00:00,2025-12-05 00:00:00,118
3451204,510 Dulles Rd,60016,Des Plaines,IL,42.045376,-87.933716,519000,1764921600000,3,5,2080,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,528600,3137,{},False,False,RECENTLY_SOLD,519000,195313000,True,False,False,USD,USA,359990,False,True,True,1964,519000,519000,0,2025-11-05 00:00:00,2025-12-05 00:00:00,30
3452634,761 Marshall Dr,60016,Des Plaines,IL,42.038197,-87.930664,390000,1764921600000,2,5,1425,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,406600,2844,{},False,False,RECENTLY_SOLD,390000,195313000,True,False,False,USD,USA,320000,False,True,True,1959,399900,390000,-9900,2025-11-21 00:00:00,2025-12-05 00:00:00,14
3461512,73 Hastings Ave,60007,Elk Grove Village,IL,42.007305,-88.00482,471000,1764921600000,2,3,1615,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,453900,3025,{},False,False,RECENTLY_SOLD,471000,195313000,True,False,False,USD,USA,297620,False,True,True,1970,449000,471000,22000,2025-11-07 00:00:00,2025-12-05 00:00:00,28
3462911,210 Yarmouth Rd,60007,Elk Grove Village,IL,42.00022,-88.0089,510000,1764921600000,2,4,2100,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,503200,4109,{},False,False,RECENTLY_SOLD,510000,195313000,True,False,False,USD,USA,349990,False,True,True,1968,500000,510000,10000,2025-10-17 00:00:00,2025-12-05 00:00:00,49
3492063,1044 N Knight Ave,60068,Park Ridge,IL,42.02701,-87.84469,1050000,1764921600000,4,5,4005,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,963000,5413,{},False,False,RECENTLY_SOLD,1050000,195313000,True,False,False,USD,USA,649480,False,True,True,2005,995000,1050000,55000,2025-10-04 00:00:00,2025-12-05 00:00:00,62
3497765,7314 N Odell Ave,60631,Chicago,IL,42.013924,-87.810616,701000,1764921600000,3,4,2054,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,690900,3534,{},False,False,RECENTLY_SOLD,701000,195313000,True,False,False,USD,USA,450000,False,True,True,1949,675000,701000,26000,2025-10-09 00:00:00,2025-12-05 00:00:00,57
3507417,929 S Aldine Ave,60068,Park Ridge,IL,41.99875,-87.84651,680000,1764921600000,2,3,2088,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,681100,3183,{},False,False,RECENTLY_SOLD,680000,195313000,True,False,False,USD,USA,500000,False,True,True,1951,424900,680000,255100,2011-04-13 00:00:00,2025-12-05 00:00:00,5350
3521052,9101 Sleeping Bear Rd,60076,Skokie,IL,42.04625,-87.7251,535000,1764921600000,2,4,1763,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,530200,3286,{},False,False,RECENTLY_SOLD,535000,195313000,True,False,False,USD,USA,459990,False,True,True,1958,535000,535000,0,2025-10-30 00:00:00,2025-12-05 00:00:00,36
3584176,7805 W Farragut Ave,60656,Chicago,IL,41.974804,-87.82219,450000,1764921600000,2,3,1582,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,454300,2639,{},False,False,RECENTLY_SOLD,450000,195313000,True,False,False,USD,USA,282950,False,True,True,1946,450000,450000,0,2025-11-08 00:00:00,2025-12-05 00:00:00,27
3608139,10131 Nevada Ave,60131,Franklin Park,IL,41.92472,-87.87889,355000,1764921600000,2,3,0,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,358100,2927,{},False,False,RECENTLY_SOLD,355000,195652000,True,False,False,USD,USA,230000,False,True,True,1950,359900,355000,-4900,2025-09-06 00:00:00,2025-12-05 00:00:00,90
3645975,4744 N Kilbourn Ave,60630,Chicago,IL,41.96769,-87.74166,322000,1764921600000,2,3,1350,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,335600,2653,{},False,False,RECENTLY_SOLD,322000,195652000,True,False,False,USD,USA,310000,False,True,False,1907,374900,322000,-52900,2025-09-11 00:00:00,2025-12-05 00:00:00,85
3652142,6248 W Berteau Ave,60634,Chicago,IL,41.956875,-87.783714,390000,1764921600000,2,4,2255,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,383500,3351,{},False,False,RECENTLY_SOLD,390000,195652000,True,False,False,USD,USA,290000,False,True,True,1918,385000,390000,5000,2025-10-22 00:00:00,2025-12-05 00:00:00,44
3661463,5923 W Eddy St,60634,Chicago,IL,41.94461,-87.77496,399900,1764921600000,3,4,1786,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,402100,3155,{},False,False,RECENTLY_SOLD,399900,195652000,True,False,False,USD,USA,290000,False,True,True,1928,399900,399900,0,2025-11-05 00:00:00,2025-12-05 00:00:00,30
3682738,1639 N Normandy Ave,60707,Chicago,IL,41.91027,-87.79209,455000,1764921600000,3,4,2324,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,447300,3333,{},False,False,RECENTLY_SOLD,455000,195652000,True,False,False,USD,USA,340000,False,True,True,1936,479000,455000,-24000,2025-10-22 00:00:00,2025-12-05 00:00:00,44
3692603,6033 N Sheridan Rd APT 10D,60660,Chicago,IL,41.991802,-87.6551,268000,1764921600000,2,2,1519,CONDO,RECENTLY_SOLD,2,False,False,273100,2748,{},False,False,RECENTLY_SOLD,268000,195652000,True,False,False,USD,USA,220790,False,True,True,1972,275000,268000,-7000,2025-10-21 00:00:00,2025-12-05 00:00:00,45
3695098,5701 N Sheridan Rd APT 29N,60660,Chicago,IL,41.98601,-87.65482,145000,1764921600000,1,0,0,CONDO,RECENTLY_SOLD,2,False,False,147300,1659,{},False,False,RECENTLY_SOLD,145000,195652000,True,False,False,USD,USA,81600,False,True,True,1963,148800,145000,-3800,2025-11-05 00:00:00,2025-12-05 00:00:00,30
3703064,4343 N Clarendon Ave APT 513,60613,Chicago,IL,41.961487,-87.649666,155000,1764921600000,1,1,800,CONDO,RECENTLY_SOLD,2,False,False,154500,1970,{},False,False,RECENTLY_SOLD,155000,195652000,True,False,False,USD,USA,138230,False,True,True,1974,159900,155000,-4900,2025-10-16 00:00:00,2025-12-05 00:00:00,50
3705335,4616 N Magnolia Ave APT 1,60640,Chicago,IL,41.96594,-87.66145,815000,1764921600000,3,4,2145,CONDO,RECENTLY_SOLD,2,False,False,819500,4781,{},False,False,RECENTLY_SOLD,815000,195652000,True,False,False,USD,USA,359990,False,True,True,1910,800000,815000,15000,2025-11-05 00:00:00,2025-12-05 00:00:00,30
3709160,1801 W Larchmont Ave APT 310,60613,Chicago,IL,41.952923,-87.67457,445000,1764921600000,2,2,0,CONDO,RECENTLY_SOLD,2,False,False,447600,3462,{},False,False,RECENTLY_SOLD,445000,195652000,True,False,False,USD,USA,387190,False,True,True,,435000,445000,10000,2025-10-30 00:00:00,2025-12-05 00:00:00,36
3713137,3930 N Pine Grove Ave APT 2308,60613,Chicago,IL,41.954006,-87.648254,202500,1764921600000,1,1,0,APARTMENT,RECENTLY_SOLD,2,False,False,206700,1492,{},False,False,FOR_RENT,2150,195652000,True,False,False,USD,USA,110990,False,True,True,,205000,202500,-2500,2025-11-12 00:00:00,2025-12-05 00:00:00,23
3714225,651 W Sheridan Rd APT 4D,60613,Chicago,IL,41.95261,-87.646904,405000,1764921600000,2,2,1200,CONDO,RECENTLY_SOLD,2,False,False,409100,3167,{},False,False,RECENTLY_SOLD,405000,195652000,True,False,False,USD,USA,309990,False,True,True,1972,420000,405000,-15000,2025-09-29 00:00:00,2025-12-05 00:00:00,67
3724682,2754 N Hampden Ct APT 506,60614,Chicago,IL,41.932167,-87.64272,270000,1764921600000,1,1,720,CONDO,RECENTLY_SOLD,2,False,False,263200,2190,{},False,False,RECENTLY_SOLD,270000,195652000,True,False,False,USD,USA,174390,False,True,True,1973,260000,270000,10000,2025-10-21 00:00:00,2025-12-05 00:00:00,45
3736717,1836 N Dayton St,60614,Chicago,IL,41.914577,-87.649956,1165000,1764921600000,4,3,1925,TOWNHOUSE,RECENTLY_SOLD,2,False,False,1117300,6612,{},False,False,RECENTLY_SOLD,1165000,195652000,True,False,False,USD,USA,629990,False,True,True,1979,1100000,1165000,65000,2025-09-02 00:00:00,2025-12-05 00:00:00,94
3764387,1128 Marengo Ave,60130,Forest Park,IL,41.86572,-87.806305,350000,1764921600000,3,2,0,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,355200,2696,{},False,False,RECENTLY_SOLD,350000,195652000,True,False,False,USD,USA,280000,False,True,True,1927,349000,350000,1000,2025-10-27 00:00:00,2025-12-05 00:00:00,39
3766600,1430 S 10th Ave,60153,Maywood,IL,41.874077,-87.84521,175000,1764921600000,2,4,920,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,174000,1809,{},False,False,RECENTLY_SOLD,175000,195652000,True,False,False,USD,USA,200000,False,True,True,1925,170000,175000,5000,2025-11-07 00:00:00,2025-12-05 00:00:00,28
3767241,2032 S 22nd Ave,60155,Broadview,IL,41.865887,-87.859604,235000,1764921600000,2,3,1408,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,233800,2345,{},False,False,RECENTLY_SOLD,235000,195652000,True,False,False,USD,USA,230000,False,True,True,1954,235000,235000,0,2025-11-04 00:00:00,2025-12-05 00:00:00,31
3778861,2312 S 1st Ave,60546,North Riverside,IL,41.84761,-87.83316,405000,1764921600000,3,4,1800,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,402300,3359,{},False,False,RECENTLY_SOLD,405000,195652000,True,False,False,USD,USA,330000,False,True,True,1953,409999,405000,-4999,2025-10-09 00:00:00,2025-12-05 00:00:00,57
3791844,197 Herrick Rd,60546,Riverside,IL,41.830112,-87.813,555000,1764921600000,2,5,2072,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,596600,2786,{},False,False,RECENTLY_SOLD,555000,195652000,True,False,False,USD,USA,490000,False,True,True,1885,599900,555000,-44900,2025-10-29 00:00:00,2025-12-05 00:00:00,37
3792364,231 Lawton Rd,60546,Riverside,IL,41.827724,-87.809,537000,1764921600000,2,3,2006,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,500400,2185,{},False,False,RECENTLY_SOLD,537000,195652000,True,False,False,USD,USA,470000,False,True,True,1924,489900,537000,47100,2025-10-29 00:00:00,2025-12-05 00:00:00,37
3810834,2445 W Erie St,60612,Chicago,IL,41.89274,-87.68851,510000,1764921600000,1,2,1000,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,508600,1654,{},False,False,RECENTLY_SOLD,510000,195652000,True,False,False,USD,USA,540000,False,True,True,1894,525000,510000,-15000,2025-10-09 00:00:00,2025-12-05 00:00:00,57
3812795,4856 W Jackson Blvd,60644,Chicago,IL,41.87702,-87.74719,165000,1764921600000,3,4,3717,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,,2599,{},False,False,RECENTLY_SOLD,165000,195652000,True,False,False,USD,USA,240000,False,True,False,1904,179900,165000,-14900,2025-11-04 00:00:00,2025-12-05 00:00:00,31
3813577,612 S Lombard Ave,60304,Oak Park,IL,41.87761,-87.7791,743000,1764921600000,2,3,2364,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,690100,3201,{},False,False,RECENTLY_SOLD,743000,195652000,True,False,False,USD,USA,419990,False,True,True,1916,679000,743000,64000,2025-10-24 00:00:00,2025-12-05 00:00:00,42
3818436,1424 Home Ave,60402,Berwyn,IL,41.86047,-87.799194,330000,1764921600000,2,3,1599,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,327900,2298,{},False,False,RECENTLY_SOLD,330000,195652000,True,False,False,USD,USA,237990,False,True,True,1925,325000,330000,5000,2025-10-27 00:00:00,2025-12-05 00:00:00,39
3820349,1807 East Ave,60402,Berwyn,IL,41.85579,-87.78824,366000,1764921600000,2,3,2138,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,365600,3117,{},False,False,RECENTLY_SOLD,366000,195652000,True,False,False,USD,USA,230000,False,True,True,1927,369000,366000,-3000,2025-10-16 00:00:00,2025-12-05 00:00:00,50
3833754,2715 Oak Park Ave,60402,Berwyn,IL,41.840813,-87.79271,285100,1764921600000,2,3,1624,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,267600,2687,{},False,False,RECENTLY_SOLD,285100,195652000,True,False,False,USD,USA,269990,False,True,True,1928,315000,285100,-29900,2025-07-23 00:00:00,2025-12-05 00:00:00,135
3840447,5108 W 32nd St,60804,Cicero,IL,41.834976,-87.75252,295000,1764921600000,2,3,1254,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,292700,2312,{},False,False,RECENTLY_SOLD,295000,195652000,True,False,False,USD,USA,179990,False,True,True,,289900,295000,5100,2025-11-03 00:00:00,2025-12-05 00:00:00,32
3861781,11 N Green St UNIT 2D,60607,Chicago,IL,41.882202,-87.64823,955000,1764921600000,3,3,2100,CONDO,RECENTLY_SOLD,2,False,False,895200,6193,{},False,False,RECENTLY_SOLD,955000,195652000,True,False,False,USD,USA,710990,False,True,True,,949000,955000,6000,2025-09-17 00:00:00,2025-12-05 00:00:00,79
3878542,2837 S Farrell St,60608,Chicago,IL,41.84222,-87.654,377000,1764921600000,2,5,1220,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,376500,2690,{},False,False,RECENTLY_SOLD,377000,195652000,True,False,False,USD,USA,190720,False,True,True,1878,479900,377000,-102900,2023-03-23 00:00:00,2025-12-05 00:00:00,988
3882341,3215 S Calumet Ave,60616,Chicago,IL,41.836075,-87.61788,670000,1764921600000,4,4,4453,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,721600,4004,{},False,False,RECENTLY_SOLD,670000,195652000,True,False,False,USD,USA,490000,False,True,True,1894,725000,670000,-55000,2025-10-07 00:00:00,2025-12-05 00:00:00,59
3889389,215 E Elm Ave,60525,La Grange,IL,41.81096,-87.86587,1155215,1764921600000,4,5,3698,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,1127100,6201,{},False,False,RECENTLY_SOLD,1155215,195652000,True,False,False,USD,USA,774730,False,True,True,1916,1085000,1155215,70215,2025-10-04 00:00:00,2025-12-05 00:00:00,62
3895573,5441 S Edgewood Ave,60525,La Grange Highlands,IL,41.790733,-87.8838,770000,1764921600000,3,3,2687,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,704900,4313,{},False,False,RECENTLY_SOLD,770000,195652000,True,False,False,USD,USA,590000,False,True,True,1962,700000,770000,70000,2025-11-03 00:00:00,2025-12-05 00:00:00,32
3923247,5008 S Latrobe Ave,60638,Chicago,IL,41.801674,-87.75435,100000,1764921600000,1,3,812,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,,2207,{},False,False,RECENTLY_SOLD,100000,195652000,True,False,False,USD,USA,150000,False,True,False,1936,125000,100000,-25000,2025-10-23 00:00:00,2025-12-05 00:00:00,43
3963341,7711 Melvina Ave,60459,Burbank,IL,41.75175,-87.775116,312000,1764921600000,2,3,919,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,309800,2340,{},False,False,RECENTLY_SOLD,312000,195652000,True,False,False,USD,USA,109990,False,True,True,1946,314999,312000,-2999,2025-10-06 00:00:00,2025-12-05 00:00:00,60
3967028,7921 Mobile Ave,60459,Burbank,IL,41.747562,-87.77748,285000,1764921600000,2,3,1284,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,285400,2507,{},False,False,RECENTLY_SOLD,285000,195652000,True,False,False,USD,USA,240000,False,True,True,1956,295000,285000,-10000,2025-10-16 00:00:00,2025-12-05 00:00:00,50
3968797,8525 Massasoit Ave,60459,Burbank,IL,41.736706,-87.76366,348000,1764921600000,3,3,1407,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,359000,2622,{},False,False,RECENTLY_SOLD,348000,195652000,True,False,False,USD,USA,269990,False,True,True,1984,395000,348000,-47000,2025-09-25 00:00:00,2025-12-05 00:00:00,71
3977344,8034 S Sacramento Ave,60652,Chicago,IL,41.746975,-87.69778,225000,1764921600000,1,2,0,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,215500,1920,{},False,False,RECENTLY_SOLD,225000,195652000,True,False,False,USD,USA,150000,False,True,True,1950,214900,225000,10100,2025-10-30 00:00:00,2025-12-05 00:00:00,36
3978168,7918 S Campbell Ave,60652,Chicago,IL,41.749416,-87.68563,225562,1764921600000,2,3,1471,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,238700,2990,{},False,False,RECENTLY_SOLD,225562,196005000,True,False,False,USD,USA,200000,False,True,True,1946,240000,225562,-14438,2025-11-10 00:00:00,2025-12-05 00:00:00,25
3990418,5616 S Harper Ave,60637,Chicago,IL,41.79278,-87.58911,585000,1764921600000,2,4,1458,TOWNHOUSE,RECENTLY_SOLD,2,False,False,666200,3031,{},False,False,RECENTLY_SOLD,585000,196005000,True,False,False,USD,USA,470000,False,True,True,1960,700000,585000,-115000,2025-09-16 00:00:00,2025-12-05 00:00:00,80
